,tdate,close_0,symbol_0,close_1,symbol_1,close_2,symbol_2,close_3,symbol_3,close_4,symbol_4,close_5,symbol_5
86,2000/5/4,87.0,1,70.75,2,13.55,2,1.19,2.0,107.0,1,16.85,2
87,2000/5/5,85.5,1,69.25,1,13.6,2,1.19,2.0,106.5,2,16.75,2
88,2000/5/8,83.25,1,67.25,1,14.5,0,1.16,1.0,103.5,1,16.1,1
89,2000/5/9,83.25,2,67.25,2,14.5,2,1.16,2.0,103.5,2,16.1,2
90,2000/5/10,79.25,1,66.25,1,14.0,1,1.16,2.0,99.75,1,15.05,1
91,2000/5/11,79.25,2,66.25,2,14.0,2,1.16,2.0,99.75,2,15.05,2
92,2000/5/12,82.75,0,70.5,0,14.2,0,1.51,0.0,107.0,0,15.45,0
93,2000/5/15,82.0,2,69.75,1,13.9,1,1.48,1.0,106.5,2,15.3,2
94,2000/5/16,83.75,0,70.25,2,14.0,2,1.56,0.0,99.0,1,15.75,0
95,2000/5/17,80.0,1,68.5,1,14.0,2,1.51,1.0,97.75,1,15.75,2
96,2000/5/18,72.75,1,66.5,1,14.15,0,1.65,0.0,97.75,2,15.15,1
97,2000/5/19,73.25,2,67.0,2,14.5,0,1.62,1.0,94.75,1,15.35,0
98,2000/5/22,74.0,0,65.5,1,14.0,1,1.59,1.0,91.75,1,15.05,1
99,2000/5/23,73.75,2,67.25,0,14.6,0,1.51,1.0,90.5,1,14.6,1
100,2000/5/24,72.5,1,66.25,1,14.5,2,1.45,1.0,88.0,1,14.4,1
101,2000/5/25,72.75,2,66.75,2,14.5,2,1.39,1.0,86.0,1,14.15,1
102,2000/5/26,70.5,1,66.5,2,14.15,1,1.44,0.0,82.0,1,13.95,1
103,2000/5/29,70.0,2,67.0,2,13.85,1,1.44,2.0,83.25,0,13.9,2
104,2000/5/30,70.0,2,67.0,2,13.85,2,1.44,2.0,83.25,2,13.9,2
105,2000/5/31,71.25,0,65.5,1,14.0,0,1.58,0.0,89.75,0,13.85,2
106,2000/6/1,74.75,0,66.75,0,13.95,2,1.6,0.0,93.5,0,14.3,0
107,2000/6/2,77.25,0,66.25,2,13.75,1,1.6,2.0,94.75,0,14.45,0
108,2000/6/5,78.5,0,69.5,0,14.1,0,1.61,2.0,96.5,0,15.4,0
109,2000/6/6,78.5,2,69.5,2,14.1,2,1.61,2.0,96.5,2,15.4,2
110,2000/6/7,77.5,1,71.75,0,14.7,0,1.65,0.0,96.5,2,16.1,0
111,2000/6/8,78.0,2,72.5,0,15.0,0,1.63,1.0,95.25,1,16.85,0
112,2000/6/9,80.5,0,73.0,2,15.1,2,1.62,2.0,99.0,0,16.55,1
113,2000/6/12,81.0,2,72.75,2,14.7,1,1.64,0.0,97.0,1,16.7,2
114,2000/6/13,79.25,1,70.25,1,14.2,1,1.64,2.0,96.25,2,16.1,1
115,2000/6/14,82.25,0,73.25,0,14.25,2,1.66,0.0,98.5,0,16.8,0
116,2000/6/15,84.0,0,73.75,2,14.3,2,1.67,2.0,99.25,2,17.35,0
117,2000/6/16,87.25,0,75.0,0,14.35,2,1.73,0.0,102.0,0,17.7,0
118,2000/6/19,87.5,2,74.75,2,14.05,1,1.78,0.0,100.5,1,17.8,2
119,2000/6/20,85.5,1,74.25,2,13.95,2,1.7,1.0,98.75,1,17.35,1
120,2000/6/21,86.75,0,74.0,2,13.9,2,1.65,1.0,100.0,0,17.75,0
