,tdate,close_0,symbol_0,close_1,symbol_1,close_2,symbol_2,close_3,symbol_3,close_4,symbol_4,close_5,symbol_5
121,2000/6/22,85.75,1,71.5,1,14.35,0,1.66,2.0,98.75,1,17.55,1
122,2000/6/23,84.5,1,72.25,0,14.7,0,1.67,2.0,97.5,1,17.5,2
123,2000/6/26,86.25,0,74.25,0,15.0,0,1.73,0.0,98.75,0,17.45,2
124,2000/6/27,86.75,2,74.75,2,15.0,2,1.69,1.0,99.25,2,17.5,2
125,2000/6/28,87.0,2,74.25,2,14.95,2,1.7,2.0,101.0,0,17.45,2
126,2000/6/29,85.25,1,74.0,2,14.35,1,1.64,1.0,99.75,1,17.7,0
127,2000/6/30,85.75,2,73.75,2,14.4,2,1.62,1.0,98.0,1,18.2,0
128,2000/7/3,87.0,0,73.5,2,14.55,0,1.61,2.0,99.0,0,18.55,0
129,2000/7/4,88.75,0,73.0,2,15.25,0,1.64,0.0,102.5,0,18.1,1
130,2000/7/5,90.75,0,73.5,2,16.65,0,1.64,2.0,107.0,0,18.3,0
131,2000/7/6,91.0,2,75.0,0,16.1,1,1.58,1.0,108.0,2,18.3,2
132,2000/7/7,91.5,2,76.0,0,15.95,2,1.53,1.0,110.0,0,18.5,0
133,2000/7/10,93.25,0,78.25,0,16.5,0,1.55,0.0,110.5,2,19.5,0
134,2000/7/11,93.5,2,79.75,0,16.1,1,1.49,1.0,110.5,2,20.05,0
135,2000/7/12,95.5,0,79.75,2,16.8,0,1.6,0.0,115.0,0,20.1,2
136,2000/7/13,93.25,1,79.25,2,16.25,1,1.7,0.0,114.5,2,19.55,1
137,2000/7/14,96.25,0,80.0,2,16.3,2,1.8,0.0,119.5,0,19.3,1
138,2000/7/17,96.5,2,81.25,0,16.4,2,1.72,1.0,118.0,1,19.35,2
139,2000/7/18,94.75,1,79.5,1,16.0,1,1.68,1.0,117.5,2,19.45,2
140,2000/7/19,94.75,2,79.5,2,16.0,2,1.68,2.0,117.5,2,19.45,2
141,2000/7/20,99.25,0,81.0,0,17.2,0,1.86,0.0,121.0,0,20.1,0
142,2000/7/21,101.5,0,81.5,2,17.25,2,1.96,0.0,124.0,0,20.0,2
143,2000/7/24,100.5,2,81.0,2,17.1,2,1.93,1.0,119.5,1,20.05,2
144,2000/7/25,97.25,1,81.5,2,16.25,1,1.88,1.0,114.5,1,19.85,2
145,2000/7/26,97.0,2,85.75,0,16.8,0,1.86,1.0,115.5,2,19.5,1
146,2000/7/27,94.5,1,83.75,1,16.75,2,1.8,1.0,113.5,1,18.45,1
147,2000/7/28,94.0,2,82.0,1,16.65,2,1.78,1.0,112.0,1,17.95,1
148,2000/7/31,91.75,1,80.0,1,16.3,1,1.78,2.0,108.5,1,17.65,1
149,2000/8/1,91.75,2,79.25,2,16.35,2,1.84,0.0,108.5,2,17.55,2
150,2000/8/2,93.75,0,81.5,0,17.1,0,1.83,2.0,110.5,0,17.75,0
151,2000/8/3,94.25,2,81.0,2,17.6,0,1.84,2.0,111.5,2,17.5,1
152,2000/8/4,95.75,0,83.75,0,17.5,2,1.88,0.0,113.5,0,17.8,0
153,2000/8/7,97.0,0,84.25,2,17.45,2,1.91,0.0,116.5,0,17.7,2
154,2000/8/8,96.25,2,82.25,1,16.7,1,1.85,1.0,115.5,2,17.4,1
155,2000/8/9,95.75,2,81.0,1,16.6,2,1.83,1.0,115.0,2,17.15,1
156,2000/8/10,96.0,2,83.0,0,16.5,2,1.85,0.0,115.5,2,17.7,0
157,2000/8/11,95.5,2,84.0,0,15.8,1,1.86,2.0,114.0,1,17.75,2
158,2000/8/14,95.25,2,84.75,2,15.75,2,1.8,1.0,114.5,2,17.85,2
159,2000/8/15,97.75,0,85.75,0,16.1,0,1.74,1.0,116.0,0,18.6,0
160,2000/8/16,101.0,0,86.0,2,16.2,2,1.87,0.0,118.0,0,19.05,0
161,2000/8/17,102.5,0,85.25,2,16.15,2,1.93,0.0,117.5,2,18.7,1
162,2000/8/18,100.0,1,85.75,2,16.5,0,1.89,1.0,113.5,1,18.6,2
163,2000/8/21,100.0,2,84.75,1,16.6,2,1.9,2.0,113.0,2,18.75,2
164,2000/8/22,102.0,0,87.0,0,16.45,2,1.9,2.0,114.0,2,19.0,0
165,2000/8/23,102.5,2,86.0,1,16.05,1,1.87,1.0,112.5,1,18.85,2
166,2000/8/24,103.0,2,86.25,2,15.25,1,1.92,0.0,111.0,1,18.65,1
167,2000/8/25,101.0,1,85.0,1,15.1,2,1.99,0.0,111.0,2,18.3,1
168,2000/8/28,98.75,1,85.0,2,15.3,0,2.03,0.0,108.0,1,18.1,1
169,2000/8/29,99.5,2,86.25,0,15.45,2,2.03,2.0,108.5,2,18.3,0
170,2000/8/30,100.5,0,84.0,1,15.25,1,2.0,1.0,110.5,0,18.2,2
171,2000/8/31,102.0,0,83.75,2,15.15,2,1.86,1.0,110.0,2,18.2,2
172,2000/9/1,103.5,0,86.0,0,15.2,2,1.87,2.0,112.5,0,18.3,2
173,2000/9/4,105.5,0,86.0,2,15.0,1,1.9,0.0,115.0,0,18.4,2
174,2000/9/5,104.0,1,85.5,2,15.0,2,1.91,2.0,113.5,1,18.95,0
175,2000/9/6,103.5,2,86.75,0,15.4,0,1.89,1.0,114.0,2,18.85,2
176,2000/9/7,102.0,1,87.5,2,14.75,1,1.89,2.0,113.5,2,18.55,1
177,2000/9/8,101.0,2,87.75,2,14.75,2,1.85,1.0,113.5,2,18.65,2
178,2000/9/11,99.5,1,87.0,2,15.0,0,1.79,1.0,112.5,2,18.35,1
179,2000/9/12,96.75,1,84.25,1,14.7,1,1.78,2.0,109.0,1,17.95,1
180,2000/9/13,96.75,2,84.25,2,14.7,2,1.78,2.0,109.0,2,17.95,2
181,2000/9/14,97.25,2,82.5,1,14.1,1,1.81,0.0,107.5,1,17.6,1
182,2000/9/15,95.25,1,81.75,2,14.3,0,1.79,1.0,106.0,1,17.2,1
183,2000/9/18,91.75,1,79.75,1,13.95,1,1.75,1.0,102.5,1,16.9,1
184,2000/9/19,94.5,0,82.25,0,13.8,1,1.77,0.0,104.5,0,16.9,2
185,2000/9/20,92.75,1,82.25,2,13.65,1,1.74,1.0,103.0,1,16.95,2
186,2000/9/21,91.0,1,81.5,2,13.7,2,1.64,1.0,102.0,2,16.3,1
187,2000/9/22,89.25,1,81.25,2,13.45,1,1.57,1.0,98.0,1,16.15,2
188,2000/9/25,92.25,0,82.25,0,14.05,0,1.55,1.0,102.0,0,16.55,0
189,2000/9/26,91.0,1,80.5,1,14.05,2,1.62,0.0,101.0,2,16.35,1
190,2000/9/27,92.25,0,81.5,0,13.8,1,1.59,1.0,103.0,0,16.2,2
191,2000/9/28,93.25,0,82.0,2,13.6,1,1.59,2.0,101.5,1,16.6,0
192,2000/9/29,94.0,2,83.0,0,14.3,0,1.59,2.0,103.5,0,17.55,0
193,2000/10/2,94.0,2,83.0,2,14.3,2,1.59,2.0,103.5,2,17.55,2
194,2000/10/3,93.0,1,86.5,0,14.3,2,1.7,0.0,104.0,2,17.6,2
195,2000/10/4,94.25,0,86.75,2,14.7,0,1.75,0.0,104.5,2,18.2,0
196,2000/10/5,95.75,0,87.0,2,14.55,1,1.68,1.0,107.0,0,18.05,2
197,2000/10/6,95.75,2,87.0,2,14.55,2,1.68,2.0,107.0,2,18.05,2
198,2000/10/9,93.0,1,86.5,2,13.9,1,1.62,1.0,104.0,1,17.25,1
199,2000/10/10,91.75,1,84.0,1,13.7,1,1.64,0.0,102.5,1,17.3,2
200,2000/10/11,91.0,2,83.0,1,13.3,1,1.62,1.0,101.0,1,17.0,1
201,2000/10/12,91.0,2,86.0,0,13.0,1,1.66,0.0,99.75,1,17.5,0
202,2000/10/13,89.25,1,85.5,2,12.3,1,1.69,0.0,97.75,1,17.1,1
203,2000/10/16,89.25,2,85.5,2,12.3,2,1.69,2.0,97.75,2,17.1,2
204,2000/10/17,89.0,2,87.5,0,12.6,0,1.7,2.0,95.25,1,17.15,2
205,2000/10/18,86.25,1,88.0,2,12.55,2,1.59,1.0,90.0,1,16.9,1
206,2000/10/19,87.0,2,86.0,1,12.45,2,1.5,1.0,93.0,0,16.65,1
207,2000/10/20,89.75,0,88.0,0,12.95,0,1.56,0.0,96.5,0,17.15,0
208,2000/10/23,89.0,2,90.0,0,13.05,2,1.64,0.0,96.75,2,17.25,2
209,2000/10/24,88.5,2,89.75,2,12.85,1,1.68,0.0,97.5,2,16.95,1
210,2000/10/25,87.25,1,93.0,0,12.95,2,1.69,2.0,98.0,2,17.2,0
211,2000/10/26,87.0,2,92.5,2,13.4,0,1.64,1.0,97.75,2,17.55,0
212,2000/10/27,87.0,2,92.5,2,13.4,2,1.64,2.0,97.75,2,17.55,2
213,2000/10/30,85.5,1,89.75,1,13.75,0,1.64,2.0,96.25,1,17.45,2
214,2000/10/31,86.25,2,92.0,0,14.15,0,1.64,2.0,97.0,2,17.6,2
215,2000/11/1,90.5,0,93.5,0,14.3,0,1.62,1.0,103.5,0,18.2,0
216,2000/11/2,92.0,0,95.0,0,14.2,2,1.62,2.0,103.0,2,18.2,2
217,2000/11/3,93.0,0,94.25,2,14.4,0,1.63,2.0,105.5,0,18.85,0
218,2000/11/6,92.25,2,95.0,2,14.25,1,1.63,2.0,104.5,2,18.55,1
219,2000/11/7,94.25,0,95.0,2,14.25,2,1.64,2.0,107.5,0,19.0,0
220,2000/11/8,93.0,1,94.5,2,14.55,0,1.62,1.0,106.0,1,18.85,2
221,2000/11/9,92.0,1,92.75,1,14.4,1,1.62,2.0,104.5,1,18.8,2
222,2000/11/10,90.5,1,89.5,1,14.1,1,1.62,2.0,102.5,1,18.2,1
223,2000/11/13,88.75,1,88.25,1,14.0,2,1.56,1.0,98.75,1,17.55,1
224,2000/11/14,91.0,0,93.0,0,13.8,1,1.57,2.0,100.5,0,18.2,0
225,2000/11/15,90.5,2,90.0,1,13.9,2,1.55,1.0,101.0,2,18.2,2
226,2000/11/16,91.0,2,90.25,2,13.9,2,1.56,2.0,102.5,0,18.05,2
227,2000/11/17,90.5,2,91.25,0,14.0,2,1.56,2.0,100.5,1,18.05,2
228,2000/11/20,91.75,0,93.0,0,14.3,0,1.55,2.0,102.0,0,18.5,0
229,2000/11/21,91.75,2,92.5,2,14.0,1,1.53,1.0,101.0,2,18.0,1
230,2000/11/22,90.25,1,89.75,1,14.05,2,1.48,1.0,98.75,1,18.1,2
231,2000/11/23,89.25,1,91.75,0,14.1,2,1.46,1.0,98.25,2,18.4,0
232,2000/11/24,89.5,2,91.75,2,13.85,1,1.47,2.0,98.75,2,18.0,1
233,2000/11/27,90.5,0,94.0,0,14.1,0,1.45,1.0,99.25,2,17.9,2
234,2000/11/28,91.0,2,94.5,2,14.05,2,1.44,2.0,99.75,2,17.7,1
235,2000/11/29,89.75,1,92.25,1,14.0,2,1.29,1.0,96.75,1,17.35,1
236,2000/11/30,87.75,1,90.75,1,13.85,1,1.34,0.0,93.25,1,17.0,1
237,2000/12/1,88.25,2,93.0,0,14.1,0,1.4,0.0,95.25,0,17.5,0
238,2000/12/4,88.25,2,92.5,2,13.75,1,1.42,0.0,94.0,1,17.7,0
239,2000/12/5,90.25,0,92.5,2,13.4,1,1.41,2.0,93.75,2,17.85,2
240,2000/12/6,96.25,0,95.0,0,13.5,2,1.4,2.0,97.5,0,18.3,0
241,2000/12/7,97.75,0,94.25,2,13.15,1,1.37,1.0,96.0,1,18.05,1
242,2000/12/8,98.75,0,95.75,0,13.4,0,1.4,0.0,98.0,0,18.15,2
243,2000/12/11,98.25,2,99.0,0,13.9,0,1.36,1.0,101.0,0,18.5,0
244,2000/12/12,99.75,0,98.5,2,13.7,1,1.42,0.0,100.5,2,18.45,2
245,2000/12/13,101.5,0,99.5,0,13.9,0,1.45,0.0,103.0,0,18.5,2
246,2000/12/14,103.0,0,99.5,2,13.6,1,1.39,1.0,101.5,1,18.95,0
247,2000/12/15,98.5,1,98.75,2,13.35,1,1.35,1.0,97.75,1,18.4,1
248,2000/12/18,99.75,0,100.5,0,13.6,0,1.34,2.0,98.25,2,18.65,0
249,2000/12/19,101.0,0,102.0,0,13.35,1,1.3,1.0,99.5,0,19.25,0
250,2000/12/20,100.0,2,102.0,2,13.6,0,1.28,1.0,96.75,1,19.5,0
251,2000/12/21,99.5,2,101.5,2,13.45,1,1.22,1.0,94.5,1,19.3,1
252,2000/12/22,98.75,2,103.0,0,14.1,0,1.26,0.0,95.0,2,19.5,0
253,2000/12/25,98.75,2,103.0,2,14.1,2,1.26,2.0,95.0,2,19.5,2
254,2000/12/26,98.75,2,103.0,2,14.1,2,1.26,2.0,95.0,2,19.5,2
255,2000/12/27,97.75,1,103.0,2,13.8,1,1.28,0.0,94.75,2,19.8,0
256,2000/12/28,98.5,2,104.0,2,14.15,0,1.3,0.0,95.0,2,19.95,2
257,2000/12/29,99.75,0,105.0,2,14.4,0,1.3,2.0,97.25,0,20.2,0
258,2001/1/1,99.75,2,105.0,2,14.4,2,1.3,2.0,97.25,2,20.2,2
259,2001/1/2,99.5,2,103.0,1,14.3,2,1.3,2.0,96.0,1,19.9,1
260,2001/1/3,98.0,1,101.5,1,14.0,1,1.26,1.0,94.75,1,19.95,2
261,2001/1/4,103.5,0,106.0,0,13.95,2,1.4,0.0,99.0,0,20.95,0
262,2001/1/5,104.0,2,107.0,2,13.55,1,1.33,1.0,98.25,2,21.2,0
263,2001/1/8,104.5,2,103.5,1,13.35,1,1.36,0.0,96.5,1,22.15,0
264,2001/1/9,103.0,1,105.5,0,13.5,0,1.34,1.0,98.25,0,21.7,1
265,2001/1/10,103.0,2,106.0,2,13.4,2,1.31,1.0,98.25,2,21.2,1
266,2001/1/11,98.75,1,104.0,1,12.85,1,1.28,1.0,95.5,1,20.7,1
267,2001/1/12,102.0,0,102.5,1,12.6,1,1.32,0.0,97.25,0,21.1,0
268,2001/1/15,101.5,2,102.0,2,12.25,1,1.37,0.0,96.75,2,20.95,2
269,2001/1/16,103.5,0,100.5,1,12.35,2,1.41,0.0,97.75,0,20.85,2
270,2001/1/17,103.5,2,103.0,0,12.2,1,1.4,2.0,97.5,2,21.3,0
271,2001/1/18,104.0,2,101.5,1,12.2,2,1.4,2.0,99.0,0,21.4,2
272,2001/1/19,105.0,2,104.0,0,12.55,0,1.38,1.0,104.0,0,21.4,2
273,2001/1/22,105.0,2,106.5,0,12.45,2,1.43,0.0,106.0,0,20.95,1
274,2001/1/23,102.5,1,104.5,1,12.55,2,1.4,1.0,104.5,1,21.15,2
275,2001/1/24,102.5,2,104.5,2,12.55,2,1.4,2.0,104.5,2,21.15,2
276,2001/1/25,102.5,2,104.5,2,12.55,2,1.4,2.0,104.5,2,21.15,2
277,2001/1/26,102.5,2,104.5,2,12.55,2,1.4,2.0,104.5,2,21.15,2
278,2001/1/29,103.0,2,103.0,1,12.35,1,1.37,1.0,103.5,2,21.6,0
279,2001/1/30,100.5,1,102.0,2,12.2,1,1.34,1.0,100.0,1,21.25,1
280,2001/1/31,103.5,0,102.5,2,12.15,2,1.34,2.0,102.5,0,21.4,2
281,2001/2/1,103.5,2,102.5,2,12.45,0,1.33,2.0,103.5,2,21.45,2
282,2001/2/2,102.5,2,102.5,2,12.3,1,1.33,2.0,103.0,2,21.05,1
283,2001/2/5,101.5,2,100.5,1,12.35,2,1.29,1.0,101.5,1,20.85,2
284,2001/2/6,102.0,2,102.0,0,12.15,1,1.29,2.0,100.0,1,20.95,2
285,2001/2/7,103.0,2,103.0,2,12.15,2,1.28,2.0,101.5,0,20.3,1
286,2001/2/8,101.0,1,102.0,2,11.9,1,1.29,2.0,100.0,1,19.35,1
287,2001/2/9,100.0,2,101.0,2,11.8,2,1.33,0.0,99.5,2,19.65,0
288,2001/2/12,98.25,1,100.0,2,12.0,0,1.41,0.0,97.0,1,20.05,0
289,2001/2/13,98.0,2,101.5,0,12.15,0,1.39,1.0,97.0,2,20.1,2
290,2001/2/14,99.5,0,102.0,2,12.15,2,1.35,1.0,96.75,2,19.85,1
291,2001/2/15,98.0,1,100.5,1,12.15,2,1.36,2.0,95.75,1,19.55,1
292,2001/2/16,97.75,2,100.5,2,12.05,2,1.37,2.0,95.75,2,19.45,2
293,2001/2/19,98.0,2,100.0,2,11.95,2,1.41,0.0,95.0,2,19.3,2
294,2001/2/20,97.5,2,101.5,0,11.9,2,1.42,2.0,95.25,2,20.0,0
295,2001/2/21,97.75,2,101.5,2,12.0,2,1.38,1.0,94.25,1,19.85,2
296,2001/2/22,95.5,1,102.0,2,12.1,2,1.37,2.0,92.0,1,19.45,1
297,2001/2/23,94.0,1,102.0,2,11.9,1,1.4,0.0,91.0,1,19.6,2
298,2001/2/26,94.5,2,101.5,2,11.75,1,1.46,0.0,89.75,1,19.75,2
299,2001/2/27,92.75,1,94.75,1,11.75,2,1.48,0.0,90.0,2,19.45,1
300,2001/2/28,94.5,0,92.75,1,11.65,2,1.44,1.0,92.5,0,19.3,2
301,2001/3/1,92.25,1,91.5,1,11.4,1,1.4,1.0,90.5,1,18.2,1
302,2001/3/2,88.25,1,94.0,0,11.4,2,1.35,1.0,88.5,1,18.7,0
303,2001/3/5,89.0,2,95.75,0,11.65,0,1.36,2.0,88.0,2,18.55,2
304,2001/3/6,92.75,0,94.75,1,12.1,0,1.39,0.0,89.5,0,19.05,0
305,2001/3/7,92.5,2,94.5,2,12.05,2,1.38,2.0,89.5,2,18.9,2
306,2001/3/8,92.75,2,93.0,1,12.0,2,1.38,2.0,89.0,2,18.95,2
307,2001/3/9,92.25,2,94.0,0,12.2,0,1.36,1.0,88.25,2,19.2,0
308,2001/3/12,89.0,1,89.5,1,11.75,1,1.33,1.0,86.25,1,18.1,1
309,2001/3/13,88.0,1,88.75,2,11.5,1,1.32,2.0,84.75,1,17.8,1
310,2001/3/14,88.0,2,88.75,2,11.5,2,1.32,2.0,84.75,2,17.8,2
311,2001/3/15,90.0,0,88.75,2,12.0,0,1.36,0.0,86.0,0,17.85,2
312,2001/3/16,88.75,1,89.5,2,11.7,1,1.38,0.0,85.0,1,17.95,2
313,2001/3/19,89.5,2,91.75,0,11.9,0,1.42,0.0,85.25,2,18.2,0
314,2001/3/20,87.0,1,89.75,1,11.85,2,1.41,2.0,83.5,1,18.1,2
315,2001/3/21,86.25,2,89.25,2,11.7,1,1.37,1.0,82.75,2,18.15,2
316,2001/3/22,82.25,1,85.75,1,11.35,1,1.38,2.0,80.25,1,17.7,1
317,2001/3/23,80.5,1,88.5,0,11.35,2,1.36,1.0,81.5,0,17.95,0
318,2001/3/26,82.25,0,90.75,0,11.55,0,1.35,2.0,83.0,0,17.95,2
319,2001/3/27,78.75,1,90.25,2,11.55,2,1.36,2.0,81.0,1,17.95,2
320,2001/3/28,79.75,0,91.0,2,11.55,2,1.37,2.0,81.0,2,17.85,2
321,2001/3/29,80.25,2,90.25,2,11.35,1,1.36,2.0,80.5,2,17.6,1
322,2001/3/30,81.75,0,90.75,2,11.3,2,1.39,0.0,81.75,0,17.45,2
323,2001/4/2,82.25,2,89.75,1,11.25,2,1.4,2.0,82.5,2,17.6,2
324,2001/4/3,82.25,2,92.0,0,11.45,0,1.37,1.0,81.25,1,17.45,2
325,2001/4/4,80.5,1,90.0,1,11.1,1,1.35,1.0,78.25,1,17.0,1
326,2001/4/5,80.5,2,90.0,2,11.1,2,1.35,2.0,78.25,2,17.0,2
327,2001/4/6,80.0,2,90.75,2,10.85,1,1.35,2.0,78.0,2,16.4,1
328,2001/4/9,77.75,1,90.75,2,10.55,1,1.35,2.0,76.5,1,16.4,2
329,2001/4/10,76.5,1,91.0,2,10.35,1,1.39,0.0,75.0,1,16.4,2
330,2001/4/11,79.0,0,90.5,2,10.65,0,1.39,2.0,80.0,0,16.8,0
331,2001/4/12,81.75,0,91.25,2,10.95,0,1.42,0.0,82.25,0,17.2,0
332,2001/4/13,81.75,2,91.25,2,10.95,2,1.42,2.0,82.25,2,17.2,2
333,2001/4/16,81.75,2,91.25,2,10.95,2,1.42,2.0,82.25,2,17.2,2
334,2001/4/17,80.5,1,92.0,2,10.75,1,1.39,1.0,81.0,1,16.9,1
335,2001/4/18,82.5,0,93.5,0,10.95,0,1.49,0.0,85.5,0,17.0,2
336,2001/4/19,87.75,0,95.25,0,11.1,0,1.46,1.0,89.75,0,17.8,0
337,2001/4/20,85.75,1,95.25,2,11.05,2,1.47,2.0,87.75,1,17.7,2
338,2001/4/23,87.0,0,94.75,2,11.2,0,1.51,0.0,86.25,1,17.4,1
339,2001/4/24,87.25,2,95.25,2,11.35,0,1.54,0.0,85.75,2,17.7,0
340,2001/4/25,86.5,2,93.5,1,11.45,2,1.61,0.0,84.5,1,17.7,2
341,2001/4/26,86.5,2,93.5,2,11.45,2,1.61,2.0,84.5,2,17.7,2
342,2001/4/27,86.75,2,92.0,1,11.8,0,1.67,0.0,83.75,2,17.75,2
343,2001/4/30,86.75,2,92.0,2,11.8,2,1.67,2.0,83.75,2,17.75,2
344,2001/5/1,86.75,2,92.0,2,11.8,2,1.67,2.0,83.75,2,17.75,2
345,2001/5/2,89.25,0,90.75,1,12.2,0,1.68,2.0,86.25,0,18.1,0
346,2001/5/3,89.5,2,90.5,2,12.15,2,1.65,1.0,86.0,2,18.25,2
347,2001/5/4,88.5,1,89.25,1,11.85,1,1.67,0.0,84.5,1,18.0,1
348,2001/5/7,91.25,0,91.0,0,12.0,0,1.6,1.0,86.75,0,18.45,0
349,2001/5/8,90.75,2,91.25,2,12.05,2,1.66,0.0,86.75,2,18.6,2
350,2001/5/9,91.25,2,89.75,1,11.65,1,1.71,0.0,87.25,2,18.6,2
351,2001/5/10,92.75,0,89.5,2,11.4,1,1.7,2.0,87.25,2,18.6,2
352,2001/5/11,93.25,2,90.25,2,11.4,2,1.72,0.0,87.25,2,18.9,0
353,2001/5/14,90.75,1,88.25,1,11.3,2,1.71,2.0,85.75,1,18.7,1
354,2001/5/15,90.25,2,88.25,2,11.25,2,1.76,0.0,85.0,2,18.75,2
355,2001/5/16,90.75,2,89.25,0,11.3,2,1.82,0.0,86.0,0,18.5,1
356,2001/5/17,92.5,0,89.5,2,11.5,0,1.75,1.0,87.0,0,18.45,2
357,2001/5/18,92.5,2,88.75,2,11.3,1,1.75,2.0,85.25,1,18.1,1
358,2001/5/21,92.75,2,89.0,2,11.25,2,1.77,0.0,86.5,0,18.3,0
359,2001/5/22,92.5,2,90.0,0,11.2,2,1.81,0.0,87.25,2,18.3,2
360,2001/5/23,92.0,2,90.0,2,11.3,2,1.79,1.0,88.0,2,18.25,2
361,2001/5/24,94.0,0,89.25,2,11.2,2,1.8,2.0,87.25,2,18.5,0
362,2001/5/25,92.5,1,88.5,2,11.15,2,1.82,0.0,86.75,2,18.55,2
363,2001/5/28,92.5,2,88.75,2,11.05,2,1.82,2.0,86.25,2,18.65,2
364,2001/5/29,90.25,1,87.75,1,11.0,2,1.79,1.0,86.25,2,18.95,0
365,2001/5/30,88.25,1,87.0,2,10.8,1,1.74,1.0,84.75,1,18.5,1
366,2001/5/31,85.25,1,86.75,2,10.8,2,1.75,2.0,84.75,2,18.05,1
367,2001/6/1,86.0,2,85.75,1,10.6,1,1.78,0.0,84.25,2,18.0,2
368,2001/6/4,86.0,2,85.5,2,11.0,0,1.84,0.0,84.75,2,18.2,0
369,2001/6/5,88.25,0,86.5,0,11.25,0,1.84,2.0,86.25,0,18.35,2
370,2001/6/6,90.0,0,86.0,2,10.85,1,1.8,1.0,86.5,2,18.5,2
371,2001/6/7,91.0,0,85.75,2,10.9,2,1.75,1.0,87.75,0,19.25,0
372,2001/6/8,90.25,2,86.75,0,10.85,2,1.72,1.0,87.75,2,19.3,2
373,2001/6/11,88.75,1,85.25,1,11.0,0,1.72,2.0,86.25,1,19.2,2
374,2001/6/12,88.25,2,84.5,2,10.9,2,1.7,1.0,84.75,1,18.9,1
375,2001/6/13,87.5,2,83.5,1,10.9,2,1.67,1.0,84.5,2,18.7,1
376,2001/6/14,86.0,1,81.25,1,10.65,1,1.62,1.0,83.0,1,18.2,1
377,2001/6/15,85.75,2,80.5,2,10.15,1,1.63,2.0,81.0,1,18.6,0
378,2001/6/18,85.5,2,80.5,2,10.15,2,1.6,1.0,81.0,2,18.3,1
379,2001/6/19,85.25,2,82.75,0,10.35,0,1.63,0.0,81.25,2,18.3,2
380,2001/6/20,84.75,2,81.0,1,10.05,1,1.66,0.0,80.75,2,18.2,2
381,2001/6/21,87.25,0,82.0,0,10.05,2,1.67,2.0,81.5,2,18.4,0
382,2001/6/22,85.25,1,81.0,1,10.15,2,1.65,1.0,79.75,1,18.3,2
383,2001/6/25,85.25,2,81.0,2,10.15,2,1.65,2.0,79.75,2,18.3,2
384,2001/6/26,85.0,2,80.25,2,10.15,2,1.67,0.0,78.75,1,18.0,1
385,2001/6/27,83.75,1,81.25,0,10.45,0,1.68,2.0,78.25,2,18.1,2
386,2001/6/28,82.5,1,79.75,1,10.4,2,1.61,1.0,77.75,2,17.65,1
387,2001/6/29,85.0,0,80.0,2,10.5,2,1.62,2.0,78.75,0,18.1,0
388,2001/7/2,85.0,2,80.0,2,10.5,2,1.62,2.0,78.75,2,18.1,2
389,2001/7/3,85.0,2,81.5,0,10.7,0,1.65,0.0,79.0,2,18.4,0
390,2001/7/4,84.75,2,84.25,0,10.6,2,1.63,1.0,80.0,0,18.2,1
391,2001/7/5,83.25,1,84.0,2,10.5,2,1.6,1.0,77.75,1,18.1,2
392,2001/7/6,83.25,2,84.0,2,10.5,2,1.6,2.0,77.75,2,18.1,2
393,2001/7/9,82.5,2,82.25,1,10.15,1,1.61,2.0,75.75,1,17.75,1
394,2001/7/10,82.5,2,84.0,0,10.25,2,1.61,2.0,76.5,2,17.85,2
395,2001/7/11,81.0,1,84.25,2,10.2,2,1.58,1.0,76.25,2,17.7,2
396,2001/7/12,80.75,2,84.5,2,10.45,0,1.62,0.0,76.75,2,17.8,2
397,2001/7/13,80.5,2,85.0,2,10.5,2,1.58,1.0,74.75,1,17.4,1
398,2001/7/16,80.25,2,85.5,2,10.85,0,1.53,1.0,74.75,2,17.7,0
399,2001/7/17,80.25,2,85.25,2,10.85,2,1.5,1.0,76.25,0,17.85,2
400,2001/7/18,80.75,2,84.5,2,10.4,1,1.54,0.0,76.75,2,17.95,2
401,2001/7/19,79.25,1,84.5,2,10.55,0,1.5,1.0,75.5,1,17.9,2
402,2001/7/20,79.5,2,85.25,2,10.65,2,1.51,2.0,77.0,0,18.1,0
403,2001/7/23,79.75,2,85.0,2,10.55,2,1.54,0.0,77.0,2,18.45,0
404,2001/7/24,78.5,1,84.0,1,10.5,2,1.61,0.0,75.25,1,18.15,1
405,2001/7/25,78.5,2,84.0,2,10.5,2,1.61,2.0,75.25,2,18.15,2
406,2001/7/26,75.5,1,84.25,2,10.5,2,1.63,0.0,73.0,1,18.05,2
407,2001/7/27,75.5,2,85.75,0,10.25,1,1.63,2.0,73.5,2,17.8,1
408,2001/7/30,74.75,2,85.5,2,10.3,2,1.6,1.0,72.75,1,17.75,2
409,2001/7/31,77.25,0,87.5,0,10.4,2,1.61,2.0,75.25,0,18.2,0
410,2001/8/1,79.75,0,87.5,2,10.3,2,1.62,2.0,77.0,0,17.85,1
411,2001/8/2,79.25,2,86.75,2,10.25,2,1.63,2.0,76.25,2,17.8,2
412,2001/8/3,78.0,1,85.5,1,10.3,2,1.59,1.0,74.25,1,17.85,2
413,2001/8/6,78.0,2,86.75,0,10.25,2,1.54,1.0,73.5,1,17.8,2
414,2001/8/7,75.75,1,87.5,2,10.1,1,1.55,2.0,72.75,1,17.75,2
415,2001/8/8,73.75,1,86.5,1,9.55,1,1.53,1.0,71.25,1,17.75,2
416,2001/8/9,70.5,1,85.75,2,9.4,1,1.54,2.0,67.75,1,17.7,2
